template_id,service,level,template,count,first_seen,last_seen,sample_message,pod_count
T377,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2232ms,2,2026-06-01T16:55:09.610000+00:00,2026-06-01T17:46:30.770000+00:00,Slow response detected endpoint=/api/cart latency=2232ms,1
T378,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2227ms,2,2026-06-01T16:04:53.582000+00:00,2026-06-01T17:49:58.293000+00:00,Slow response detected endpoint=/api/cart latency=2227ms,2
T379,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2270ms,2,2026-06-01T16:00:39.339000+00:00,2026-06-01T16:52:03.669000+00:00,Slow response detected endpoint=/api/cart latency=2270ms,2
T380,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2259ms,2,2026-06-01T06:40:41.975000+00:00,2026-06-01T17:01:24.933000+00:00,Slow response detected endpoint=/api/cart latency=2259ms,2
T381,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2258ms,2,2026-06-01T14:44:53.601000+00:00,2026-06-01T18:51:21.833000+00:00,Slow response detected endpoint=/api/cart latency=2258ms,2
T382,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2253ms,2,2026-06-01T18:55:38.573000+00:00,2026-06-01T21:51:14.115000+00:00,Slow response detected endpoint=/api/cart latency=2253ms,2
T383,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2304ms,2,2026-06-01T21:33:47.480000+00:00,2026-06-01T22:18:34.649000+00:00,Slow response detected endpoint=/api/cart latency=2304ms,2
T384,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2303ms,2,2026-06-01T14:57:46.979000+00:00,2026-06-01T21:21:28.245000+00:00,Slow response detected endpoint=/api/cart latency=2303ms,2
T385,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1756ms,2,2026-06-01T18:11:18.748000+00:00,2026-06-01T19:15:48.557000+00:00,Slow response detected endpoint=/api/cart latency=1756ms,2
T386,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2288ms,2,2026-06-01T18:10:21.462000+00:00,2026-06-01T19:30:17.902000+00:00,Slow response detected endpoint=/api/cart latency=2288ms,1
T387,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2146ms,2,2026-06-01T18:38:27.796000+00:00,2026-06-01T20:13:54.343000+00:00,Slow response detected endpoint=/api/cart latency=2146ms,2
T388,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2134ms,2,2026-06-01T23:30:54.162000+00:00,2026-06-01T23:45:17.404000+00:00,Slow response detected endpoint=/api/cart latency=2134ms,1
T389,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1556ms,2,2026-06-01T09:37:53.806000+00:00,2026-06-01T17:29:42.137000+00:00,Slow response detected endpoint=/api/cart latency=1556ms,2
T390,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1554ms,2,2026-06-01T21:11:36.932000+00:00,2026-06-01T22:59:25.782000+00:00,Slow response detected endpoint=/api/cart latency=1554ms,2
T391,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1552ms,2,2026-06-01T15:22:34.137000+00:00,2026-06-01T16:49:00.342000+00:00,Slow response detected endpoint=/api/cart latency=1552ms,2
T392,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1550ms,2,2026-06-01T21:20:51.575000+00:00,2026-06-01T22:39:46.679000+00:00,Slow response detected endpoint=/api/cart latency=1550ms,1
T393,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1545ms,2,2026-06-01T11:50:06.604000+00:00,2026-06-01T22:40:21.535000+00:00,Slow response detected endpoint=/api/cart latency=1545ms,2
T394,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1534ms,2,2026-06-01T10:56:57.574000+00:00,2026-06-01T15:45:21.710000+00:00,Slow response detected endpoint=/api/cart latency=1534ms,2
T395,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2176ms,2,2026-06-01T16:21:55.549000+00:00,2026-06-01T16:53:54.970000+00:00,Slow response detected endpoint=/api/cart latency=2176ms,2
T396,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2172ms,2,2026-06-01T15:28:17.342000+00:00,2026-06-01T20:30:37.388000+00:00,Slow response detected endpoint=/api/cart latency=2172ms,2
T397,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1742ms,2,2026-06-01T14:13:11.723000+00:00,2026-06-01T16:33:09.603000+00:00,Slow response detected endpoint=/api/cart latency=1742ms,2
T398,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2163ms,2,2026-06-01T18:01:49.543000+00:00,2026-06-01T21:36:28.080000+00:00,Slow response detected endpoint=/api/cart latency=2163ms,2
T399,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2201ms,2,2026-06-01T11:26:56.642000+00:00,2026-06-01T20:06:02.876000+00:00,Slow response detected endpoint=/api/cart latency=2201ms,1
T400,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2199ms,2,2026-06-01T12:13:03.373000+00:00,2026-06-01T14:49:33.520000+00:00,Slow response detected endpoint=/api/cart latency=2199ms,2
T401,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2194ms,2,2026-06-01T18:13:57.028000+00:00,2026-06-01T22:28:47.261000+00:00,Slow response detected endpoint=/api/cart latency=2194ms,1
T402,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2192ms,2,2026-06-01T14:58:46.293000+00:00,2026-06-01T15:00:26.630000+00:00,Slow response detected endpoint=/api/cart latency=2192ms,2
T403,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1939ms,2,2026-06-01T16:27:10.153000+00:00,2026-06-01T23:20:55.031000+00:00,Slow response detected endpoint=/api/cart latency=1939ms,2
T404,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1992ms,2,2026-06-01T14:16:58.286000+00:00,2026-06-01T20:54:03.726000+00:00,Slow response detected endpoint=/api/cart latency=1992ms,2
T405,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1991ms,2,2026-06-01T20:33:01.231000+00:00,2026-06-01T22:56:50.268000+00:00,Slow response detected endpoint=/api/cart latency=1991ms,2
T406,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1989ms,2,2026-06-01T17:09:50.020000+00:00,2026-06-01T17:17:42.724000+00:00,Slow response detected endpoint=/api/cart latency=1989ms,2
T407,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1978ms,2,2026-06-01T18:43:39.314000+00:00,2026-06-01T21:36:13.246000+00:00,Slow response detected endpoint=/api/cart latency=1978ms,1
T408,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1976ms,2,2026-06-01T15:55:51.942000+00:00,2026-06-01T23:24:49.480000+00:00,Slow response detected endpoint=/api/cart latency=1976ms,2
T409,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1575ms,2,2026-06-01T18:22:46.063000+00:00,2026-06-01T21:28:36.866000+00:00,Slow response detected endpoint=/api/cart latency=1575ms,2
T410,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1574ms,2,2026-06-01T20:53:32.458000+00:00,2026-06-01T21:36:10.324000+00:00,Slow response detected endpoint=/api/cart latency=1574ms,2
T411,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2026ms,2,2026-06-01T07:16:17.192000+00:00,2026-06-01T22:59:53.915000+00:00,Slow response detected endpoint=/api/cart latency=2026ms,2
T412,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2020ms,2,2026-06-01T19:43:03.618000+00:00,2026-06-01T20:35:54.164000+00:00,Slow response detected endpoint=/api/cart latency=2020ms,2
T413,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2069ms,2,2026-06-01T20:26:55.064000+00:00,2026-06-01T22:07:21.097000+00:00,Slow response detected endpoint=/api/cart latency=2069ms,2
T414,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2058ms,2,2026-06-01T18:50:28.784000+00:00,2026-06-01T23:02:34.749000+00:00,Slow response detected endpoint=/api/cart latency=2058ms,1
T415,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2056ms,2,2026-06-01T16:18:04.513000+00:00,2026-06-01T16:42:24.590000+00:00,Slow response detected endpoint=/api/cart latency=2056ms,2
T416,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2052ms,2,2026-06-01T22:02:08.095000+00:00,2026-06-01T22:23:41.644000+00:00,Slow response detected endpoint=/api/cart latency=2052ms,1
T417,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2047ms,2,2026-06-01T09:09:58.642000+00:00,2026-06-01T15:44:13.853000+00:00,Slow response detected endpoint=/api/cart latency=2047ms,2
T418,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2112ms,2,2026-06-01T09:01:54.074000+00:00,2026-06-01T20:41:24.618000+00:00,Slow response detected endpoint=/api/cart latency=2112ms,1
T419,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1734ms,2,2026-06-01T14:23:49.614000+00:00,2026-06-01T17:42:57.771000+00:00,Slow response detected endpoint=/api/cart latency=1734ms,2
T420,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1730ms,2,2026-06-01T20:13:14.848000+00:00,2026-06-01T22:46:58.884000+00:00,Slow response detected endpoint=/api/cart latency=1730ms,1
T421,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1615ms,2,2026-06-01T19:56:01.786000+00:00,2026-06-01T19:58:13.666000+00:00,Slow response detected endpoint=/api/cart latency=1615ms,2
T422,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1614ms,2,2026-06-01T18:42:41.816000+00:00,2026-06-01T19:00:40.508000+00:00,Slow response detected endpoint=/api/cart latency=1614ms,1
T423,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1596ms,2,2026-06-01T16:24:57.549000+00:00,2026-06-01T20:41:24.463000+00:00,Slow response detected endpoint=/api/cart latency=1596ms,2
T424,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1889ms,2,2026-06-01T08:10:35.199000+00:00,2026-06-01T09:53:54.120000+00:00,Slow response detected endpoint=/api/cart latency=1889ms,2
T425,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1656ms,2,2026-06-01T14:00:33.083000+00:00,2026-06-01T19:05:55.375000+00:00,Slow response detected endpoint=/api/cart latency=1656ms,2
T426,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1843ms,2,2026-06-01T08:42:45.503000+00:00,2026-06-01T16:14:16.837000+00:00,Slow response detected endpoint=/api/cart latency=1843ms,1
T427,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1872ms,2,2026-06-01T19:16:17.637000+00:00,2026-06-01T20:28:38.988000+00:00,Slow response detected endpoint=/api/cart latency=1872ms,2
T428,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1870ms,2,2026-06-01T18:59:45.734000+00:00,2026-06-01T19:40:31.189000+00:00,Slow response detected endpoint=/api/cart latency=1870ms,1
T429,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1934ms,2,2026-06-01T09:09:32.126000+00:00,2026-06-01T20:32:36.292000+00:00,Slow response detected endpoint=/api/cart latency=1934ms,2
T430,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1930ms,2,2026-06-01T19:33:42.374000+00:00,2026-06-01T20:15:36.029000+00:00,Slow response detected endpoint=/api/cart latency=1930ms,2
T431,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1029ms,2,2026-06-01T14:56:27.744000+00:00,2026-06-01T20:45:14.175000+00:00,Slow response detected endpoint=/api/cart latency=1029ms,2
T432,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1957ms,2,2026-06-01T06:36:07.810000+00:00,2026-06-01T07:36:52.260000+00:00,Slow response detected endpoint=/api/cart latency=1957ms,1
T433,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1955ms,2,2026-06-01T17:40:37.720000+00:00,2026-06-01T20:49:49.009000+00:00,Slow response detected endpoint=/api/cart latency=1955ms,2
T434,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1944ms,2,2026-06-01T19:51:41.645000+00:00,2026-06-01T23:06:28.381000+00:00,Slow response detected endpoint=/api/cart latency=1944ms,2
T435,cart-service,WARN,Slow response detected endpoint=/api/cart latency=993ms,2,2026-06-01T21:09:49.717000+00:00,2026-06-01T22:59:06.684000+00:00,Slow response detected endpoint=/api/cart latency=993ms,2
T436,cart-service,WARN,Health check response time elevated endpoint=/health latency=236ms,2,2026-06-01T03:27:32.135000+00:00,2026-06-01T15:15:33.752000+00:00,Health check response time elevated endpoint=/health latency=236ms,2
T437,cart-service,WARN,Health check response time elevated endpoint=/health latency=234ms,2,2026-06-01T15:45:17.301000+00:00,2026-06-01T22:29:37.467000+00:00,Health check response time elevated endpoint=/health latency=234ms,2
T438,cart-service,WARN,Health check response time elevated endpoint=/health latency=232ms,2,2026-06-01T03:38:01.452000+00:00,2026-06-01T15:56:12.599000+00:00,Health check response time elevated endpoint=/health latency=232ms,1
T439,cart-service,WARN,Health check response time elevated endpoint=/health latency=186ms,2,2026-06-01T10:03:14.900000+00:00,2026-06-01T20:26:11.285000+00:00,Health check response time elevated endpoint=/health latency=186ms,2
T440,cart-service,WARN,Health check response time elevated endpoint=/health latency=228ms,2,2026-06-01T06:16:42.998000+00:00,2026-06-01T22:14:58.724000+00:00,Health check response time elevated endpoint=/health latency=228ms,1
T441,cart-service,WARN,Slow response detected endpoint=/api/cart latency=951ms,2,2026-06-01T08:40:27.203000+00:00,2026-06-01T20:50:14.921000+00:00,Slow response detected endpoint=/api/cart latency=951ms,1
T442,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1028ms,2,2026-06-01T18:25:13.667000+00:00,2026-06-01T18:25:22.926000+00:00,Slow response detected endpoint=/api/cart latency=1028ms,2
T443,cart-service,WARN,Slow response detected endpoint=/api/cart latency=938ms,2,2026-06-01T12:31:05.044000+00:00,2026-06-01T15:23:34.056000+00:00,Slow response detected endpoint=/api/cart latency=938ms,2
T444,cart-service,WARN,Health check response time elevated endpoint=/health latency=129ms,2,2026-06-01T03:36:57.285000+00:00,2026-06-01T15:22:13.058000+00:00,Health check response time elevated endpoint=/health latency=129ms,2
T445,cart-service,WARN,Health check response time elevated endpoint=/health latency=124ms,2,2026-06-01T00:21:07.627000+00:00,2026-06-01T07:30:11.485000+00:00,Health check response time elevated endpoint=/health latency=124ms,1
T446,cart-service,WARN,Health check response time elevated endpoint=/health latency=122ms,2,2026-06-01T09:16:48.142000+00:00,2026-06-01T11:14:56.765000+00:00,Health check response time elevated endpoint=/health latency=122ms,2
T447,cart-service,WARN,Slow response detected endpoint=/api/cart latency=936ms,2,2026-06-01T16:43:52.152000+00:00,2026-06-01T17:15:04.348000+00:00,Slow response detected endpoint=/api/cart latency=936ms,1
T448,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1707ms,2,2026-06-01T15:26:06.706000+00:00,2026-06-01T18:56:27.879000+00:00,Slow response detected endpoint=/api/cart latency=1707ms,2
T449,cart-service,WARN,Slow response detected endpoint=/api/cart latency=999ms,2,2026-06-01T15:31:14.910000+00:00,2026-06-01T20:48:21.661000+00:00,Slow response detected endpoint=/api/cart latency=999ms,2
T450,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1639ms,2,2026-06-01T06:57:47.128000+00:00,2026-06-01T19:45:03.531000+00:00,Slow response detected endpoint=/api/cart latency=1639ms,1
T451,cart-service,WARN,Slow response detected endpoint=/api/cart latency=916ms,2,2026-06-01T18:37:47.282000+00:00,2026-06-01T21:24:54.876000+00:00,Slow response detected endpoint=/api/cart latency=916ms,2
T452,cart-service,WARN,Slow response detected endpoint=/api/cart latency=908ms,2,2026-06-01T15:31:16.829000+00:00,2026-06-01T22:32:52.599000+00:00,Slow response detected endpoint=/api/cart latency=908ms,2
T453,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1021ms,2,2026-06-01T19:55:10.949000+00:00,2026-06-01T20:30:52.570000+00:00,Slow response detected endpoint=/api/cart latency=1021ms,2
T454,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1637ms,2,2026-06-01T12:59:38.974000+00:00,2026-06-01T16:34:38.504000+00:00,Slow response detected endpoint=/api/cart latency=1637ms,2
T455,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1636ms,2,2026-06-01T15:29:27.400000+00:00,2026-06-01T21:54:10.873000+00:00,Slow response detected endpoint=/api/cart latency=1636ms,1
T456,cart-service,WARN,Health check response time elevated endpoint=/health latency=246ms,2,2026-06-01T15:42:40.730000+00:00,2026-06-01T20:19:01.758000+00:00,Health check response time elevated endpoint=/health latency=246ms,2
T457,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1793ms,2,2026-06-01T18:42:49.007000+00:00,2026-06-01T19:15:06.309000+00:00,Slow response detected endpoint=/api/cart latency=1793ms,2
T458,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1792ms,2,2026-06-01T07:17:21.685000+00:00,2026-06-01T14:46:10.951000+00:00,Slow response detected endpoint=/api/cart latency=1792ms,2
T459,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1782ms,2,2026-06-01T14:15:34.223000+00:00,2026-06-01T22:02:47.974000+00:00,Slow response detected endpoint=/api/cart latency=1782ms,2
